Linux 6.14.0-36-generic (legion) 	04/11/2026 	_x86_64_	(12 CPU)

10:13:48 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:17:15 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     7  ruby
10:17:16 AM  1000     38360   14.00    4.00    0.00    0.00   18.00     0  ruby
10:17:17 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    11  ruby
10:17:18 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    10  ruby
10:17:19 AM  1000     38360   11.00    4.00    0.00    1.00   15.00     1  ruby
10:17:20 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    10  ruby
10:17:21 AM  1000     38360    9.00    3.00    0.00    0.00   12.00     2  ruby
10:17:22 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     8  ruby
10:17:23 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    10  ruby
10:17:24 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     6  ruby
10:17:25 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     7  ruby
10:17:26 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     2  ruby
10:17:27 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    10  ruby
10:17:28 AM  1000     38360   11.00    4.00    0.00    0.00   15.00    10  ruby
10:17:29 AM  1000     38360    9.00    4.00    0.00    0.00   13.00     6  ruby
10:17:30 AM  1000     38360    9.00    4.00    0.00    0.00   13.00     6  ruby
10:17:31 AM  1000     38360   13.00    2.00    0.00    0.00   15.00     6  ruby
10:17:32 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     9  ruby
10:17:33 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     0  ruby
10:17:34 AM  1000     38360    9.00    3.00    0.00    0.00   12.00     4  ruby
10:17:35 AM  1000     38360   11.00    5.00    0.00    1.00   16.00     0  ruby
10:17:36 AM  1000     38360   14.00    2.00    0.00    0.00   16.00     6  ruby
10:17:37 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     1  ruby
10:17:38 AM  1000     38360   15.00    3.00    0.00    0.00   18.00     4  ruby
10:17:39 AM  1000     38360   12.00    4.00    0.00    0.00   16.00     6  ruby
10:17:40 AM  1000     38360   14.00    4.00    0.00    0.00   18.00     3  ruby
10:17:41 AM  1000     38360   14.00    4.00    0.00    0.00   18.00     3  ruby
10:17:42 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     3  ruby
10:17:43 AM  1000     38360   11.00    4.00    0.00    0.00   15.00    10  ruby
10:17:44 AM  1000     38360   19.00    3.00    0.00    0.00   22.00     5  ruby
10:17:45 AM  1000     38360   15.00    5.00    0.00    1.00   20.00     4  ruby
10:17:46 AM  1000     38360   13.00    4.00    0.00    0.00   17.00    11  ruby
10:17:47 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     9  ruby
10:17:48 AM  1000     38360   14.00    3.00    0.00    0.00   17.00     7  ruby
10:17:49 AM  1000     38360   15.00    3.00    0.00    0.00   18.00     2  ruby
10:17:50 AM  1000     38360   12.00    4.00    0.00    0.00   16.00     9  ruby
10:17:51 AM  1000     38360   12.00    4.00    0.00    1.00   16.00     9  ruby
10:17:52 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     4  ruby
10:17:53 AM  1000     38360   11.00    4.00    0.00    0.00   15.00    11  ruby
10:17:54 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     0  ruby
10:17:55 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     3  ruby
10:17:56 AM  1000     38360   15.00    3.00    0.00    0.00   18.00    11  ruby
10:17:57 AM  1000     38360   16.00    4.00    0.00    1.00   20.00     6  ruby
10:17:58 AM  1000     38360   20.00    4.00    0.00    0.00   24.00     8  ruby
10:17:59 AM  1000     38360   15.00    4.00    0.00    0.00   19.00     8  ruby
10:18:00 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    10  ruby
10:18:01 AM  1000     38360    9.00    5.00    0.00    0.00   14.00    11  ruby
10:18:02 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    11  ruby
10:18:03 AM  1000     38360    8.00    5.00    0.00    0.00   13.00     7  ruby
10:18:04 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    10  ruby
10:18:05 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    10  ruby
10:18:06 AM  1000     38360    9.00    5.00    0.00    0.00   14.00    10  ruby
10:18:07 AM  1000     38360   11.00    2.00    0.00    0.00   13.00     7  ruby
10:18:08 AM  1000     38360   10.00    5.00    0.00    0.00   15.00     2  ruby
10:18:09 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     2  ruby
10:18:10 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    11  ruby
10:18:11 AM  1000     38360    9.00    4.00    0.00    0.00   13.00     6  ruby
10:18:12 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     8  ruby
10:18:13 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    10  ruby
